,text,Rating,word_count,char_length
18953,"july 25-aug 1 awesome, family family friends stayed ocean blue pampered like queens kings princes princesses, complained place ultra picky just likes complain, recommend getting upgrade dollars family extra perks like corner villa ocean walk pool sure villas just beautiful, complaint seven loose bowels, just frank, people wonderful friendly lanuguage rarely issue willing try communicate remember coming country try speak english try communicate, think key adventure going country, n't want try new foods speak does n't know language stay country, words advice insulated mug, got wal-mart 5.97 34 oz bubba kegs, bartenders want add liquor tell lid keeps sand drinks spilling stay cold longer having small dixie sized cups, remember tip bartender service staff, n't huge white smile firm hug handshake small tip worth, night best service home, itallian restaurant does n't matter people work different places morning noon night different locations, wonderful service left waiter 20.00. came running restaurant thanking warm smile huge hugs handshakes, states, think trip make, friend got involved daily activities pool staff got know, lovingly began refer jumpy greet daily, beach games water games just listen renaldo invite participate, teenagers encourage meet kids makes trip memorable hang kids age disco theatre hang pool play game volleyball, grounds secure guards posted entrance beach night, felt like not safe, unless ocean blue bracelet wear trip n't, reviews mentioned flea market, start 165.00 able necklace bracelet earrings pendant small shell necklace daughter 20 usd, pieces flea market not nearly quality jewelry store not nearly price, venders willing negotiate not, nearly pieces stands just walk away, problem time, hotel does bring group vendors friday night, got great deals nicer going beach, remember want money aggressive n't let bother just fun, place, just loved, questions feel free e-mail, happy answer, starkkiss adelphia.net,  ",5,292,1960
18956,"wonderful honeymoon booked ocean blue honeymoon got read reviews, honestly no idea place bad review, paradise.at check whisked away main area taken elite club gave drinks explained benefits having honeymoon package, honeymoon suite villa 6 right beach elite club, club members stay got great special treatment, private check check 24 hour room service complimentary breakfast bed morning help needed, booked excursion usually n't available ocean blue eager, room gorgeous, large bathroom huge shower king size canopy bed television great english speaking channels straight usa sitting area pool view balcony upstairs jacuzzi large outdoor shower- great honeymooners, dresser sat one-time stock vermouth scotch rum wines vodka, fridge stocked beer water pepsi 7-up, tipped maid said hola kept room clean stocked, not tip people working hard poor bucks day beach gorgeous, little seaweed expected blue beautiful, available lounge chair maybe not canopy wanted sun did n't mind, careful sun, close equator burned/tanned quickly, humid, n't just drink tons alcohol make sure hydrated water, boats pass closely area roped thought plenty swimming room, pools great, lot kids pools activities going constantly, got little loud stayed beach, loud not crowded- pools enormous, thing n't wild hola senior hola seniora song played fact pools closed 7 pm, gone night swim opportunity, food, okay really complaint, husband got diarreah days pretty bad day, not food bad not cooked just not used eating, food buffets restaurants ate free al cartes horrible, eat, recommend corn mushroom pizza, think sun contributed ate feel horrible hour room recover, fact week having stomach issues, went doctor gave antibiotics case picked parasites, yikes, al cartes n't better buffets, honeymoon package free meal pay restaurants- el bogedon seafood restaurant beach, chose el bogedon n't eat seafood best food ate time, steak tender juicy tasty, n't free afford 50 steak, good, service did best, did n't trouble language barrier needed bottle opener instead got armload bottled water, oh, realized later bottle opener inside cabinet fridge, service getting water/drinks/napkins buffets little slow busy n't realize needs ask passing need quickly, problem beach restaurant, went gave room number told wait bar 20 minute wait, hour finally asked host apologized telling forgotten faces, yeah service stellar just ask need happy accommodate, maids bartenders smiling happy eager please.the best trip excursions took resort, got free horseback riding macaow sp, beach, beach no hotels soooooo clean blue clear, beautiful, husbands horse pretty old practically bald, n't budge horse slightly younger, horses did n't really pay attention riders orders listened guide, husband nor ridden horse little kids wanted slowly easy, horses just trotted ignoring pulls reigns, little got used trotting enjoyed lot, highly recommend taking outback safari excursion, picked able drink joke truck tourists guide, stopped cocoa farm saw coffee chocolate villagers lived, walked typical house palm trees saw houses, just really really interesting fun, dominican people great eager, think like tourists welcome treated nicely villagers, children run bring flowers rice wave, tour guide great told lot history country people got money, cost 80 person worth, fantastic honeymoon service accomodations ocean blue big reason, recommend great time relax, big thing remember- relax, vacation n't freak time little thing goes wrong wait little big longer, things slowly caribbean,  ",5,527,3530
18978,"best hotels world stayed fabulous two-bedroom suite amazing mandarin oriental tokyo week july, summarize experience simply stating best hotels world rate service finest encountered travels.we enjoyed great flight excellent service singapore airlines best airlines world los angeles tokyo, arrived narita airport people hotel__Ç_é_ greet__Ç service gate got plane helped negotiate airport quickly customs/immigration mandarin__Ç_é_ deluxe van hotel, experience shown expensive services worth paying arriving big complex airport non-english speaking country, departed narita 6:30pm drive took approximately 1 hour 15 minutes, senior guest relations officer takashi kurono met arrived escorted directly room took care check-in procedure, takashi terrific gave good advice finalizing plans touring tokyo, followed-up meeting excellent data maps help self-guided tours, visited famed ginza area night.this trip japan rank fascinating places visited, tokyo amazing best described cleaner newer new york city filled extremely nice respectful people, no problem getting city used guide/translator driver day half visiting artists remote studios, trains subways fairly easy use nice local person help figure nuances ticket machine location train, recommend spending day using yamanote line train makes oval loop city, runs ground tokyo riding, began 9:30am avoid earlier rush hour period walking 10 minutes hotel tokyo station bought day__Ç tickets boarded train, got walking tours shinbashi shibuya harajuku shinjuku stations way looping starting point late night, great dinner view new york bar grill 52nd floor park hyatt hotel shinzuku translation__Ç filmed recommend watching trip tokyo, mitsukoshi department store located hotel favorite city, visited ginza area times great shopping restaurants interesting sites like sony building museums, took subway ginza stop right hotel, imperial palace garden short 15 minute walk hotel beautiful see.we liked visiting following areas ueno park asakusa akihabara roppongi hills hamarikyu garden shiba park tokyo tower boat cruise simuda river.had room service hotel morning number nights service food terrific, tried sense restaurant night great, disappointment hotel currency exchange charge 7.5 highest remember encountering hotel, recommend walking bank door hotel charge 1 travelers checks 2 usd conversion japanese yen.following stay tokyo planned shinkansen bullet train tokyo station osaka, hotel took care booking acquiring class green car tickets newest trains nozomi 700 series provide excellent 2 ride, arranged deluxe van station amazingly bellmen escorted chaotic station train pulled heavy bags van way train, arrived station 30 minutes departure line boarding train car able store 3 heavy bags slot car, mandarin arranged osaka hotel ritz carlton meet train platform arrived hotel, spend 1.5 days touring osaka went guide train kyoto day trip repeated process nara day, stayed osaka kyoto nara able fly direct osaka kansai airport america sfo united airlines good level singapore seemingly unrelated quality domestic service,  ",5,432,3080
19039,"disconnected cares different places world kind travel experience imaginable, point life know exactly like exactly n't like, browsing internet vacation punta cana knew did not want stuck resort large shuttle room pool shuttle room lunch, did not want resort going sneak quiet, plenty resorts fit description punta cana remind saw aruba cancun island puerto plata, point cup tea not like sivory, began restricting search number rooms hotel, wanted smaller number, read reviews interested reading complaints, knew screen reviews people complained mosquito palm leaves fell beach bumpy road airport things hotel no control, knew eliminated reviews real deal.what real deal, sivory end road, leaving airport passed large resorts, passed secrets driver told 50 taxi point, mentioned agreed pay 55 sivory, road continued short distance, end road saw hotel, no grand impression greeted reception fragrant towel rub hands faces nice glass champagne, led room awed, not room great views spectacular, deck sit enjoy sounds views ocean eat complimentary breakfast served room morning.southwest meets caribbean description loved written quite appropriate, style rooms southwestern design decor, added touch housekeepers doing leaving rose petals bath filled bubble water leaving towels shape swans covered tiny flowers set end bed, absolutely nothing massage horseback riding use parasail, relaxed felt guest said biggest decision wet not.i met people walking beach wandered nearest hotel, hotel walking distance not seeing distance, asked hotel said wished quiet theirs, jealous wanted view grounds, not security allowed not know asked negative trip small things say related restaurants, example wish white wine chilled longer served bucket ice set did trick fast, let say, wo n't everybody, tiny mosquito going ruin day wo n't happy, problem meeting wait staff does not speak word perfect english wo n't happy, bumpy road going spoil trip wo n't happy plane, stick cancun aruba, want surrounded natural beauty forget left place you.who ideal, ideal romantics lovers, not suited singles families, comment quiet romantic place accomadate wish, saw couple served dinner beach, table set dinner served light moon light lantern, waves ocean yards away, idea nice surroundings waiter walk feet deck restaurant serve, tom just outside washington dc,  ",5,348,2333
19114,"love place, place really deserves great reviews gets, facility notch service good gets absolutely best, place new 2 years old 2007 designed highly regarded architect, like look dramatic entrances lots vertical space teak looks like danish modern balinese, location 4 minute walk beach narrow road not perfect not bad, grounds beautifully landscaped lush tropical plants, villa gorgeous ultra clean pool usable swimming laps, fixtures quality faucets door handles lighting, villas spacious private romantic, spotless, none typical tropical musty mildew room smell, beds big good mattresses sleep, hard say improve place, staff genuinely friendly attentive obtrusive extremely helpful, n't happy great lengths insure guest experience good, needed batik shirts altered excellent tailor lightning fast reasonably priced, duty hours light bulb promptly replaced middle night wish fresh mango smoothie delivered room 3, restaurant real sleeper undiscovered gem food service rivals trendy places outside gates, great food gorgeous poolside location reasonable prices, food prepared poolside clean equipped kitchen, n't afraid ask slightly menu, ingredients make, looking waiter pay attention care things need ask, included breakfasts notch better expensive places bali, want second latte, little fruit, no problem no extra charge, like drink lot bottled water free elysian, annie dean charge guest experience takes job seriously, staff guest oriented really pride work housekeeping engineering reservations gardening desk security restaurant, place remarkably bug free worries bit way accomplished bali liberal use insecticides roaches bed bugs occasional mosquito, insecticide dengue fever, stayed pricey pita maha obud couple pesky roaches clean room, like bug free rooms elysian, check no hassle incorrect room charges error free, planned stay canceled plans came second week trip, regret writing love letter review make tougher reservations future, looking forward visit, mark sara,  ",5,280,1981
19142,"best place stay beijing, husband booked hotel based wonderful reviews t.a, not disappointed, asked hotel send directions chinese helpful taxi driver, hotel not easy drivers, arrived late 11pm check-in went smoothly, asked like pay breakfast upgrade declined upgraded free, staff spoke excellent english huge benefit not know mandarin chinese, fact staff wonderful bellboys doormen waitresses lounge, thank, booked private driver trip great wall recommend doing, need taxi doormen help make sure taxi knows number case problem, room comfortable spacious, tv channels english bathroom large modern, enjoyed having starbucks right, did lot walking hotel great location easy walk forbidden city, need hotel eager help, not hesitate stay, notes took 5 different taxis 3 good 2 tried advantage, taxi thought n't notice demanded pay toll toll leaving airport, toll knew better taxi driver pay, took circles started argue driving, arriving hotel doormen park plaza translate taxi driver gave money, sure official taxis, took summer palace hotel n't official taxi thought handle driver, drove block hotel parked refusing doormen recognize artist meter way, negotiated lower fare knew taxi cost, accepted gave fake currency change discovered getting room, not unofficial taxi, official ones black, not afraid negotiate rates expected china, subway better taking taxi modern fast convenient subway stop right behing park plaza,  ",5,209,1418
19148,"recommend hotel detailed review summary excellent choice great location hotel/rooms/facilities staff excellent, friends recommend.general infoa group 10 stayed hotel 2007/2008 new year period, shared superior rooms deluxe suite included buffet breakfasts 2 2 days free happy hour drinks+finger foods 2 2 days, warn 4 deluxe suite not permitted 4, use 2 coupons 1 day 2 day, reasoning personally.locationwangfujing considered high class/expensive areas beijing, staying hotel location expect clean environment spacious paths, despite population like 15million barely believe walk area, just space overcrowding not issue, close walk 10-15min shopping area food markets daring try things like scorpions starfish centipedes, feel extremely safe area, located directly hotel starbucks ferrari lamborghini roll royce outlets indication type location staying, walking shops pass novotel hotel think regeant, restaurants road walk, price pay think hotel bargain, terms getting tourist attractions hotel no issues quite central, taxi cheap no complaints taxi fares quite close.rooms/facilitiesno complaints rooms look modern clean beds comfortable, happy rooms, hotels stayed china free bottles water everyday, deluxe suite nice mention included large lcd tv living room sofa bed nice study table, bathroom shared big, toilet say cubicle quite far n't worry brushing teeth holding breath just did dump.staffvery friendly admit complications fact 10 staff pressure acted professional kept cool, speak english quite,  ",5,209,1507
19165,"good value great location stayed night just returned seville flying states following day, having stayed modest hotel barcelona week prior wanted splurge booked hotel night spain, picked hotel based location reviews reservation 1 week prior arrival really hoping room hotel puitzer booked minute nature reservations, regardless n't disappointed hotel.getting having used metro aeroport bus trip barcelona decided taxi time 23 euros 4 people w/ luggage, return trip airport taxi 2 24 euros traffic, aeroport bus 2euros airport buy tickets board center city plaza catalunya metro l3/green line diagonal stop 2 stops euro person definitely recommend buying t10 pass metro plan days use pass 10 times multiple passengers costs 7.5 euros, hotel 2 blocks th metro stop diagonal, hotel check-in 1pm rooms not ready reason 3pm arrived told wait walk available, friend able convince comp free drinks sandwiches cafe waited 15mins, room nice 247 taxes/night, 2 twin beds pushed instead double, happened friend wife, not big deal, large lcd tv w/ option having access movies internet 20 euros/day, bathroom nice did not shower curtain theme noticed spain careful getting water floor, amenities hotel small work room treadmill stationary bike row machine sauna 2 outdoor hot tubs roof definitely took advantage, staff friendly helpful expected 4star hotel, location nice location walking distance las ramblas, 2 blocks metro stop diagonal, downside right metro/train hear rumble eating cafe, 5th floor hear faint rumble not bothersome, overall recommend hotel given nice atmosphere convenient location restaurants shopping areas nearby, wife friends enjoyed quite bit consider staying hotel casa furster sp, time preferred location nicer outside, bit pricier 187 euro/night special promotional rate, hoping stay hotel pulitzer booked time reservation,  ",5,273,1840
19173,"wonderful fortunate hotel short notice, intention northern coast weather.com forecasted constant rain rescheduled day notice visit barcelona, travel agent suggested number hotels chose based trip advisor reviews, not pleased, hotel perfectly located elegant area eixample just block walk gaudi famous casa mila, area equivalent staying carlyle new york l'ermitage la, desk staff lovely especially helpful act concierge, rooms elegant modern not super-trendy hip modern just comfortable elegant modern, requested nonsmoking accommodated no problem, standard double 311. room thought traveler convenience, closets bed extra drawers suitcase rack, desk large highly functional multiple open outlets easy reach, no problem using charging cell phones time, internet worked perfectly no extra charge using, unlike stop in-room internet use 25/day, internet high speed not wireless, hotel supplied connection cables no extra charge, bathroom lovely, tub deep lengthed, shower heads water pressure great, hotel provides nice toiletry amenities, aware no tissues robes provided, breakfast n't included room rate did n't try hotel buffet pricey compared restaurants neighborhood, meals served charming dining room/tea room/bar did afternoon tea dinner multiple evenings, restaurant excellent terrific surprisingly affordable fixed price menu option, service restaurant lovely, traveling teenage stepdaughter waiters went way suggest evening events fun, rooms large european standards size standard room peninsula hotel bathrooms comfortably sized, nice whirlpool roof want soak long day walking, useful conveniences included 24 hour pharmacy 3 blocks away wonderful restaurants tapas bars patisseries easy walking distance direction banks cash machines block, room decor modern say rooms classically romantic traditionally decorated hotels, traditional european decor n't need barcelona center hotel ca n't beat, recommend highly business travelers decor luxurious business oriented hotels services business amenities far superior, disappointment tried stay extra day n't, alas booked no wonder,  ",5,282,2087
19212,"perfect honeymoon new wife just returned stay honolulu things write post incredible stay aqua ocean tower rooms older serviceable good deal, location great block beach right heart waikiki good distance away hustle/bustle stores nightly street performers.none really remember story good old hospitality service absolutely incredible, day met spoke pearl grace took exceptional care arrival sure no concerns, check speedy bags taken room realized gone, pearl went way help secure car rental reserve shuttle service later week change seats return flight home 2nd day met leonor initial warm friendly greeting looked forward seeing single morning chance, feel like hotel care not case does actually, extremely blessed talented does, really asked went way make sure morning little breakfast pastries gave champagne twice chocolate covered macadamia nuts lei sp really days fun pair borrowed body boards wife use ocean, special pair 4th july lei truly remarkable warm genuine smile face, tina did great job making sure room clean.terry boss friendly kind, did not lot interaction not necessary staff amazing did, true sign great manager leads succeed.i truly hope terry staff special group wife felt extremely special moments leonor greet bid farewell, gave special fresh flowered lei sent hug/kiss waves blown kisses boarded roberts hawaii bus tell watched load bus hotels no received kind treatment cold personless send no came bus huge smile like did thanks aqua ocean hotel, remember thanks making stay incredible honeymoon look forward returning echo thoughts say hope ithe hotel stays affordable major renovation, best luck hotel, room 907 michael caline,  ",5,251,1657
19217,"excellent customer service, spent months searching perfect place stay 10th anniversary trip oahu, reading great reviews chose ocean tower.after having reservations expedia.com called hotel reserve king bed balcony, nothing sure nice young man said one.we arrived honolulu late long flight, check breeze, just minute key cards, pleased room, able king bed balcony, entering room greated cool clean room, n't pleased room, desk area able set lap safe no extra charge.leonor wong met morning smile offer custard pie fresh pineapple share, friendly chatted asked hawaii, answered 10 year anniversary, exploring island came room champagn chilling ice glasses box chocolates beautiful flowering plant, thrilled touched efforts women staff boss customers.we did breakfast times downstairs hotel, nice little set toaster bread peanut butter jelly, really delicious muffins types pasteries, coffee wonderful hot tea pineapple juice, lobby area great place sit sip coffee nibble yummy muffins.grace desk girl friendly helpful, suprised people daily remembered not actually met, helpful print driving directions times clean beach towels day headed out.the location hotel great.we ocean view room did n't pay, nice.the beach 2 minute walk abc store right ocean tower, walking distance great resturants shops.over stay wonderful time, tons fun day long nice cool clean room come relax, came time check leonor present handmade leis, touched, handed little basket chocolates macadamia nuts, sent away fresh baked banana bread, really felt special, place people friendly place, treat guest special, seen high quality customer service life looking place stay close beach, place stay no matter, know upgrading rooms able 2 finished rooms, wow.this hotel probably going 4 star rating.when return oahu oneday staying ocean tower, special people doing right,  ",5,270,1839
19293,"great hotel staff spent 3 nights movenpick amsterdam hotel mid-october, previous reviews hotel spot on.if arrive central station plan walk hotel exit water cross road turn right, hotel leisurely 10-15 minute walk water, plan taking 25 tram exit station turn left, tram 25 departs end station, easier disembark tram second stop going past hotel did not need cross road walk ramp, hotel runs shuttle service station thirty minutes hour half hour dropping loading area station, request does not operate no coming hotel able catch ride hotel waiting shuttle day, definitely use shuttle station alternative walking tram, tram tickets good hours.the staff hotel superb, friendly willing assist questions adequate number people lobby, arrived early 8:00am knew room not ready, cordial desk clerk gave keys fitness center shower change clothes check luggage prior heading city.stopped 3:00 pm room ready 17th floor, room overlooked city harbor, marvelous view boats coming going cruise ships docking lights city, enjoyed bottle wine great dutch cheese crackers room evening just view, mentioned rooms basic comfortable, room safe refrig tea coffee packets provided, nice size modern bathroom tub/shower, trying figure crazy half glass shower wall time used shower bathroom floor ended wet, use upgrade locker room quality towels, bed comfortable surprised no mattress pads, duvets o.k, heat/ac easily controlled wall thermostat, tv stations dutch english speaking stations, lobby free computers internet connections printer not want haul laptop, spent time visiting sites amsterdam day trip harlem great/charming city walking canals, want great dining experience staff make reservation restaurant, located walking distance hotel started jamie oliver naked chef late 2004. fun environment great food wine pleasant young staff, overall highly recommend movenpick looking nice hotel close city central great staff,  ",5,280,1905
19295,"wonderful hotel, stayed family days agreed hotel wonderful, combination modern design amenities friendly staff make great hotel, breakdown check smooth quick, spoke excellent english comfortable, card key required operate elevator puzzled did n't know required, guests ran difficulties, guess security reasons.hotel relatively new hotel expect modern, includes bar restaurant gym sauna conference rooms, business centre available free charge guests main floor, lobby comfy couches flat screen displaying news screen displaying train information central station, nice touch.rooms ca n't say rooms, need card key turn electricity room, great idea prevent wasting electricity, design room modern, rooms offer safe fridge bottled water amenities expected, look photos site better idea, glass door bathroom does not fully close lock twin rooms, beds comfortable pillows, neat thing offer variety different pillows better suit needs, guest services receive different pillow, view room good, cruise ship docked door quite nice look at.location hotel did not exceed expectations, located harbour 10 15 mins walking central station, area surrounding close no shops restaurants easy walking distance, hotel available shuttle service runs 30 mins central station convenient family, getting depends preference, people arrange pickup time shuttle makes round station tram 26, took tram time took 1.60 euros 5 mins time, taxi costly option, great alternative rent bike, think rental spot hotel, half people amsterdam ride bikes effective way around.staff people work true professionals hotel industry, courteous helpful approached, staff notch especially concierge.conclusion great hotel, good price definitely worth, rainy days looked forward heading hotel, location not great options available forth, hotel stay amsterdam better,  ",5,254,1819
19394,"excellent value good location reserved rooms hotel august daughter friend daughter, room 503 facing central middle hotel quite large quite dark, big bonus quiet excellent night sleep, friends faced square 405 smaller room light lively disturbed little lots noise overnight nothing earplugs wo n't sort, rest important inner facing rooms, hotel appointed price range rooms equipped nice ornage smelling toiletries short people shower head fixed way high maneouvre, just took used hose, sink little high, big walk shower good mirrored door toilet strange kept walking, comfy beds generally good quality facilities including reasonable mini-bar, breakfast tapas bar right door, no issues just walk breakfast, slip asking room handed, daughter loved eggs bacon, correct check quick, pretty good quality, good looking boys reception pleasant bonus, santa ana square lively good pavement cafes close art museums sevilla metro, easyjet flight delayed total shambles got late taxi airport, speak good spanish asked quote 30 euros, 30 euros driver drove 40 euros proffered despite asking change telling prepared tip, just wanted cab drive, worse did n't spoil trip n't trust, used metro extreme lateness ruled time, aware visit introduced extra euro charge airport metro ticket, buy supplementary ticket journey ends airport going, assume travelled way, extra journeys left trip tickets n't count supplement, recommend hotel look forward trying room mate trip madrid,  ",5,218,1460
19423,"excelent location service pleasantly surprised location hotel quality service personnel gizmos japanese hotel rooms known, hotel villa fontaine located right shiodome media tower business hotel towers, restaurant complex located directly outside hotel villa fontaine family mart conveniently located hotels right hotel villa fontaine, hotel 10 minute casual walk shiodome tokyo loop line using sio-site walkway walk walk-way crosses main roads use sio-site underground subway complex leads directly main tokyo loop subway, airport shuttle stop shiodome shiodome media tower added convenience, basically getting to/from hotel narita airport convenient hassle-free, quality villa fontaine surprised up-scale imagined, design sleek lots windows marble shaded lights, basic rooms complete air-conditioning small refrigerator small desk personal closet typical japanese style toilet buttons flat lcd tv doubles info guide free internet access port plug laptop alarm clock wonderful view clean/sleek decor, price considering location amenities fantastic considering paying 100 usd night, price includes basic breakfast consisting eggs toast coffee 7am 10am, down-side villa fontaine beds bit hard upgraded extra 10- 20usd not complaining price room quite affordable, tv includes basic japanese tv channels, tv upgraded purchasing 500 yen card vending machine room 1 located floor gives access movie channels/mtv japan 12-hour period.overall prime location relaxing environment great cleanliness amenities service decor pricetravel tips study use tokyo subway before-hand, traveling using tokyo subway time unprepared quite intimidating confusing first.- budget meals local convenience stores i.e, family mart save 5 10 meal,  ",5,233,1720
19455,"true review, friends aged 18 stayed palace june absolutely loved moment pulled outside hotel knew paradise, felt like celebrities, checked given amazing welcome rosemary house staff spoke perfect english dont know people spoke cant staff completely fluent english shown room porter brought luggage, rooms absolutely spotless did not experience musty smell mentioned reviews, beds bit damp result leaving air not needed room cool, turning solved problem beds no longer damp, comfy spacious not hard, maid service excellent brought fresh towels twice day use towel twice, recieved turn service numerous times, minibar restocked daily.the pool faultless early sunbed readily available, built sunloungers pool great pool kept clean.the staff pool great sure drink beach, cesarin favourite, beach straight postcard crystal clear waters white sand, wide variety water sports, tried kayaks pedelos parasailing, didnt use petrol included free.the food hotel caters everybodies needs, cater vegetarians didnt meat meals, occasionally themed nights favourite dominican saturday night, staff friendly especially waiters maiko abrahan attentive topping drinks table scattered flowers, anybody complains food mad, favourite la carte restaurant steakhouse chicken tasty, reservations easy make did not need early make, downside riu complex slight lack nightlife outside hotel, pacha club mainly locals waiters tried persuade, evening shows hotel good, favourites miss punta cana dancing shows dancers talented.what holiday extra special staff especially animacion team froggy munecon braulio need special mention, worked hard day night did not pressure join activities wanted relax, staff work hard friendly did not expect tipped appreciated did, best holidays definatly return, want want riu, understand questions send message happy help,  ",5,257,1827
19476,"great time riu palace hotel fantastic value, rooms spotless, bathroom spacious well-appointed double sinks, plenty towels, terrace comfortable, disapointed reading reviews people complain lack english spoken staff, husband nor difficulty understood understanding staff, speaks spanish not hard learn say hello thank coffee beer spanish, preposterous country expect people speak language, staff incredibly friendly efficient, second time stayed riu, month cancun, cancun riu americans punta cana riu europeans, saw plenty extended families, young couples honeymoon older people young couples small children, food amazing, love fresh vegetables, fresh vegetables available breakfast lunch dinner, lunch dinner ate fish vegetables, people told n't like buffet food, food not sitting hours, constantly replenished, chefs standing buffet cooking, variety tremendous, plenty fresh fruit, try eat healthy plenty, little decadent plenty tempt, especially impressed cheese, night dinner little brie goat cheese blue cheese prunes apricots, delicious, morning arranged coffee brought room, no additional charge room service, did not change money needed, think husband took 20 30 dollars 1 dollar bills tips, staff not expecting tip happy, went snorkeling horseback riding walked beautiful beach swam ocean beautiful swimming pool, staff work hard come activities like darts horseshoes dancing lessons silly pool games people occupied, fitness center property, spa services like massage available, looking exciting night life not place, looking meet not place, want relax soak sun not break bank place,  ",5,222,1593
19478,"best vacation, fiance stayed riu palace punta cana august 31-sept 7 2007. researched vacation months choosing resort, read hundreds reviews trip advisor sites, say riu palace punta cana lives 5 1/2 star review, check inwe arrived early evening, did not wait airport shuttle tour operator provided heard faster taxi, took taxi airport 30 arrived hotel hour half, greeted friendly staff desk recieved welcome cocktail taken room immediately, ray extremely helpful desk received upgrade 24 corner suites second day, roomour room great, air conditioning nice cold room clean, smell read hardly bad makes tropics guess humid damp, open air hotel corridors beautiful gardens palm trees flowers deal little bit smell nice foilage leave room concrete walls, lit air freshener smell gone, beds little firm worked backs, tipped cleaning lady rosa 5 dollars day brought colouring books markers kids, little money goes long way, mini bar stocked day, room service fast food decent late night snack, yummy chicken club, second room amazing, work upgrade highly suggest it.the staffwe really n't know people referring said staff unfriendly, amazing service, elvin buffet actually come feel fiance beer temperature half beer not ice cold away bring new, melo cesarin pool bar incredible, tipped day treated like kings, actually disgusted people did not leave dollar guys, working 40 degree heat long pants running butts provide best service smile people lined barking orders jjust walking away gracias, yes true staff not fluent english guess not canada united states visiting dominican, ca n't believe people think travel foreign country speak english helllllllloooo, foodthe food fine, did not sick enjoyed buffets, did try la cartes not good buffets, drinksthey shelf liquor just ask, not brands certainly, noticed tipped ask better alcohol, beachthere nothing say amazing, water incredible palm trees provided nice shade drink service beach well.the spaif chance spa sit cool jacuzzi people know, free charge refreshing, massages beach great, n't want complelely nude just wear peice bathing suit tell want bottoms on.night lifethings shut 1100 pm nightly shows, sit courtyard drinks quiet, looking fast paced night life want choose different resort, did nice shows night karoke nice woman got asked sing music did sing yes american national anthem person stood, patriatism country surrounded tourists world makes think appropriate stand sing national anthem, oh good laugh it.we planning going year, met people pool door bahia 5 years row went riu gift said bahia worth.if going riu just relax enjoy pampered.dawn-marie matthewsdawn_marie_76 yahoo.com,  ",5,403,2644
19485,"place, read reviews palace, wife stayed 10 days june 6- 16, say ca n't enjoy life n't vacation complain.from time reach desk time leave great hotel service respond question incident have.we ca n't say level service provided, grade way, grounds best day night, camera pictures, not disappointed.the food wow, enjoy vacation folks, ate buffet did enjoy italian japanese resturants.the beach pool, n't think person say, vacation begin, meet folks water, met people germany england france belguim, personally n't know foriegn languages great time trying, say know lot spanish.the room whata view, pool floor asked upgrade got, hurts ask, yes room does smell musty read advise given not problem, took plug freshners worked fine, person wrote caribbean just drinking rum, staff, wife special shout person carlos bartender sports bar, folks tell big tone texas said hi, yes all-inclusive employees make little money, make point tip, n't, service great n't, feel taken care feel truly vacation tipped, pool asked people met tip, responce 2 3 maid day, bartenders 3 4 pool, bell men 1 luggage, just want.friends met great people parts world course, palace great place stay written write reviews stay, great time, vacation away just, fun feel need complain stay home n't waste money, great time, highly recommend palace, heart beat, question welcome yell tamartinez aol.com,  ",5,215,1366
19486,"absolute paradise start arrival greeted desk drink non-acoholic, amazing lobby rest property beautiful stained glass flowers tall statues art pieces, thing impressing safe key included no charge, did not long luggage room.the room room 0114 level room, did try start room paper folded liquor dispenser small greeting stay room look leve greeting person, room did musty smell arrival damp, think main things dampness air conditioner gets sooooo cold, turn 22 degrees celsius stays comfortable moisture, beds firm 2 doubles pushed, balcony overlooked courtyard amazing fountains, turn service nice touch, extra towels delivered night.the food start not picky eater, ate buffet night disappointed, thing long pants turn away shorts.there ribeye bar everynight good, theme nights good different foods.the staff wonderful, willing way help, women not alot shopping, 3 nights week vendors set courtyard, vendors not extremely pushy, dont shocked inital prices expensive, apple rep dont pay 20 percent ask, dont offended pressured offer free usually cheap necklace, add childs souviners.the trip santa domingo nice worth getting early, took marinium snorkle tour not crowded, hour snorkling rest riding boat crew entertaining make great coco loco.if want cigars ask desk don lucas cigar factory, pick motel process making cigars, know not cheap, great english speaking guide well.this great place stay benifits dinner riu properties walking distance, questions feel free ask try answer,  ",5,219,1481
